num_heads_enc: 2	num_heads_dec: 8	dropout: 0.1	hidden_size_enc: 128	hidden_size_dec: 128	batch_size: 256
Steps: 750	Loss: 94516.69531	PPL: 85.47836	bleu: 0.32798	LR: 0.00020000	*
Steps: 1500	Loss: 81108.86719	PPL: 45.47883	bleu: 4.69586	LR: 0.00020000	*
Steps: 750	Loss: 94516.69531	PPL: 85.47836	bleu: 0.32798	LR: 0.00020000	*
Steps: 2250	Loss: 72420.57812	PPL: 30.21528	bleu: 8.00900	LR: 0.00020000	*
Steps: 1500	Loss: 81108.86719	PPL: 45.47883	bleu: 4.69586	LR: 0.00020000	*
Steps: 3000	Loss: 66212.07812	PPL: 22.55949	bleu: 13.44924	LR: 0.00020000	*
Steps: 2250	Loss: 72420.57812	PPL: 30.21528	bleu: 8.00900	LR: 0.00020000	*
Steps: 3750	Loss: 61539.80078	PPL: 18.10636	bleu: 16.75229	LR: 0.00020000	*
Steps: 3000	Loss: 66212.07812	PPL: 22.55949	bleu: 13.44924	LR: 0.00020000	*
Steps: 4500	Loss: 58141.59375	PPL: 15.43029	bleu: 18.71130	LR: 0.00020000	*
Steps: 3750	Loss: 61539.80078	PPL: 18.10636	bleu: 16.75229	LR: 0.00020000	*
Steps: 5250	Loss: 55865.32422	PPL: 13.86273	bleu: 21.76886	LR: 0.00020000	*
Steps: 4500	Loss: 58141.59375	PPL: 15.43029	bleu: 18.71130	LR: 0.00020000	*
Steps: 6000	Loss: 53980.10938	PPL: 12.68575	bleu: 23.04556	LR: 0.00020000	*
Steps: 5250	Loss: 55865.32422	PPL: 13.86273	bleu: 21.76886	LR: 0.00020000	*
Steps: 6750	Loss: 52528.06250	PPL: 11.84779	bleu: 26.06459	LR: 0.00020000	*
Steps: 6000	Loss: 53980.10938	PPL: 12.68575	bleu: 23.04556	LR: 0.00020000	*
Steps: 7500	Loss: 51778.16797	PPL: 11.43694	bleu: 25.71836	LR: 0.00020000	*
Steps: 6750	Loss: 52528.06250	PPL: 11.84779	bleu: 26.06459	LR: 0.00020000	*
Steps: 8250	Loss: 50599.07031	PPL: 10.81957	bleu: 27.72427	LR: 0.00020000	*
Steps: 7500	Loss: 51778.16797	PPL: 11.43694	bleu: 25.71836	LR: 0.00020000	*
Steps: 9000	Loss: 50629.40234	PPL: 10.83503	bleu: 28.08742	LR: 0.00020000	
Steps: 8250	Loss: 50599.07031	PPL: 10.81957	bleu: 27.72427	LR: 0.00020000	*
Steps: 9750	Loss: 49943.91797	PPL: 10.49106	bleu: 29.49592	LR: 0.00020000	*
Steps: 9000	Loss: 50629.40234	PPL: 10.83503	bleu: 28.08742	LR: 0.00020000	
Steps: 10500	Loss: 49699.85156	PPL: 10.37124	bleu: 30.48103	LR: 0.00020000	*
Steps: 9750	Loss: 49943.91797	PPL: 10.49106	bleu: 29.49592	LR: 0.00020000	*
Steps: 11250	Loss: 49288.27344	PPL: 10.17228	bleu: 31.40556	LR: 0.00020000	*
Steps: 10500	Loss: 49699.85156	PPL: 10.37124	bleu: 30.48103	LR: 0.00020000	*
Steps: 12000	Loss: 49275.18359	PPL: 10.16602	bleu: 31.55260	LR: 0.00020000	*
Steps: 11250	Loss: 49288.27344	PPL: 10.17228	bleu: 31.40556	LR: 0.00020000	*
Steps: 12750	Loss: 49432.19922	PPL: 10.24142	bleu: 32.10631	LR: 0.00020000	
Steps: 12000	Loss: 49275.18359	PPL: 10.16602	bleu: 31.55260	LR: 0.00020000	*
Steps: 13500	Loss: 49491.09375	PPL: 10.26984	bleu: 32.61840	LR: 0.00020000	
Steps: 12750	Loss: 49432.19922	PPL: 10.24142	bleu: 32.10631	LR: 0.00020000	
Steps: 14250	Loss: 49610.16406	PPL: 10.32755	bleu: 33.63875	LR: 0.00020000	
Steps: 13500	Loss: 49491.09375	PPL: 10.26984	bleu: 32.61840	LR: 0.00020000	
Steps: 14250	Loss: 49610.16406	PPL: 10.32755	bleu: 33.63875	LR: 0.00020000	
