num_heads_enc: 8	num_heads_dec: 8	dropout: 0.1	hidden_size_enc: 128	hidden_size_dec: 128	batch_size: 512
Steps: 200	Loss: 32629.55859	PPL: 163.75456	bleu: 0.00000	LR: 0.00020000	*
Steps: 400	Loss: 29822.78516	PPL: 105.61602	bleu: 0.00000	LR: 0.00020000	*
Steps: 600	Loss: 27984.58984	PPL: 79.24878	bleu: 0.00000	LR: 0.00020000	*
Steps: 800	Loss: 26237.51172	PPL: 60.31684	bleu: 2.54436	LR: 0.00020000	*
Steps: 1000	Loss: 24720.55664	PPL: 47.58830	bleu: 6.20655	LR: 0.00020000	*
Steps: 1200	Loss: 23650.23047	PPL: 40.25960	bleu: 7.23583	LR: 0.00020000	*
Steps: 1400	Loss: 22509.74805	PPL: 33.68821	bleu: 8.40423	LR: 0.00020000	*
Steps: 1600	Loss: 21811.65820	PPL: 30.20693	bleu: 10.08587	LR: 0.00020000	*
Steps: 1800	Loss: 20890.19336	PPL: 26.15637	bleu: 9.69232	LR: 0.00020000	*
Steps: 2000	Loss: 20278.03711	PPL: 23.77045	bleu: 13.05250	LR: 0.00020000	*
Steps: 2200	Loss: 19649.94922	PPL: 21.54846	bleu: 14.16605	LR: 0.00020000	*
Steps: 2400	Loss: 19153.75195	PPL: 19.94092	bleu: 16.67618	LR: 0.00020000	*
Steps: 2600	Loss: 18739.39062	PPL: 18.69077	bleu: 17.40252	LR: 0.00020000	*
Steps: 2800	Loss: 18491.02734	PPL: 17.97933	bleu: 18.58634	LR: 0.00020000	*
Steps: 3000	Loss: 18156.42969	PPL: 17.06351	bleu: 19.77266	LR: 0.00020000	*
Steps: 3200	Loss: 18093.57812	PPL: 16.89675	bleu: 21.94479	LR: 0.00020000	*
Steps: 3400	Loss: 17914.55859	PPL: 16.43067	bleu: 21.43640	LR: 0.00020000	*
Steps: 3600	Loss: 17749.44922	PPL: 16.01221	bleu: 23.13588	LR: 0.00020000	*
