num_heads_enc: 8	num_heads_dec: 8	dropout: 0.2	hidden_size_enc: 128	hidden_size_dec: 128	batch_size: 512
Steps: 200	Loss: 32572.31836	PPL: 162.29645	bleu: 0.00000	LR: 0.00020000	*
Steps: 400	Loss: 29909.49219	PPL: 107.05663	bleu: 0.00000	LR: 0.00020000	*
Steps: 600	Loss: 28147.20508	PPL: 81.28819	bleu: 0.00000	LR: 0.00020000	*
Steps: 800	Loss: 26296.84961	PPL: 60.87864	bleu: 4.94751	LR: 0.00020000	*
Steps: 1000	Loss: 24910.06641	PPL: 49.01851	bleu: 5.13102	LR: 0.00020000	*
Steps: 1200	Loss: 23927.43164	PPL: 42.04166	bleu: 5.87958	LR: 0.00020000	*
Steps: 1400	Loss: 22932.42969	PPL: 35.98824	bleu: 7.03532	LR: 0.00020000	*
Steps: 1600	Loss: 22139.02344	PPL: 31.79224	bleu: 10.08839	LR: 0.00020000	*
Steps: 1800	Loss: 21293.88086	PPL: 27.85935	bleu: 9.54500	LR: 0.00020000	*
Steps: 2000	Loss: 20741.46289	PPL: 25.55553	bleu: 12.46825	LR: 0.00020000	*
Steps: 2200	Loss: 20067.41016	PPL: 23.00089	bleu: 12.80262	LR: 0.00020000	*
Steps: 2400	Loss: 19618.33789	PPL: 21.44229	bleu: 14.01962	LR: 0.00020000	*
Steps: 2600	Loss: 19169.61523	PPL: 19.99040	bleu: 16.18135	LR: 0.00020000	*
Steps: 2800	Loss: 18903.74609	PPL: 19.17698	bleu: 15.45788	LR: 0.00020000	*
Steps: 3000	Loss: 18624.03125	PPL: 18.35689	bleu: 17.06081	LR: 0.00020000	*
Steps: 3200	Loss: 18429.37305	PPL: 17.80696	bleu: 20.17795	LR: 0.00020000	*
Steps: 3400	Loss: 18217.63477	PPL: 17.22747	bleu: 17.86718	LR: 0.00020000	*
Steps: 3600	Loss: 18093.43750	PPL: 16.89638	bleu: 21.19989	LR: 0.00020000	*
