num_heads_enc: 8	num_heads_dec: 16	dropout: 0.3	hidden_size_enc: 512	hidden_size_dec: 512	batch_size: 512
Steps: 200	Loss: 28663.63672	PPL: 88.11942	bleu: 2.45150	LR: 0.00020000	*
Steps: 400	Loss: 24088.95703	PPL: 43.11623	bleu: 2.84120	LR: 0.00020000	*
Steps: 600	Loss: 20921.02344	PPL: 26.28267	bleu: 8.81434	LR: 0.00020000	*
Steps: 800	Loss: 18888.91016	PPL: 19.13257	bleu: 11.72864	LR: 0.00020000	*
Steps: 1000	Loss: 17551.59570	PPL: 15.52477	bleu: 18.53238	LR: 0.00020000	*
Steps: 1200	Loss: 17024.49219	PPL: 14.29739	bleu: 20.31411	LR: 0.00020000	*
Steps: 1400	Loss: 16419.97852	PPL: 13.00874	bleu: 22.78333	LR: 0.00020000	*
Steps: 1600	Loss: 15974.45996	PPL: 12.13398	bleu: 22.94675	LR: 0.00020000	*
Steps: 1800	Loss: 15895.21680	PPL: 11.98466	bleu: 23.50041	LR: 0.00020000	*
Steps: 2000	Loss: 15828.60547	PPL: 11.86057	bleu: 27.97634	LR: 0.00020000	*
Steps: 2200	Loss: 15745.81055	PPL: 11.70812	bleu: 27.48046	LR: 0.00020000	*
Steps: 2400	Loss: 15709.65918	PPL: 11.64217	bleu: 30.75623	LR: 0.00020000	*
Steps: 2600	Loss: 15726.60645	PPL: 11.67304	bleu: 30.85974	LR: 0.00020000	
Steps: 2800	Loss: 15684.65625	PPL: 11.59678	bleu: 31.99726	LR: 0.00020000	*
Steps: 3000	Loss: 15805.83984	PPL: 11.81846	bleu: 31.10936	LR: 0.00020000	
Steps: 3200	Loss: 15783.08496	PPL: 11.77651	bleu: 31.64362	LR: 0.00020000	
Steps: 3400	Loss: 16180.62695	PPL: 12.53122	bleu: 32.27971	LR: 0.00020000	
Steps: 3600	Loss: 16176.43652	PPL: 12.52301	bleu: 31.05086	LR: 0.00020000	
