num_heads_enc: 2	num_heads_dec: 8	dropout: 0.2	hidden_size_enc: 64	hidden_size_dec: 64	batch_size: 128
Steps: 1500	Loss: 96152.50000	PPL: 92.31895	bleu: 0.00000	LR: 0.00020000	*
Steps: 750	Loss: 105575.37500	PPL: 143.84271	bleu: 0.00000	LR: 0.00020000	*
Steps: 2250	Loss: 90204.48438	PPL: 69.77784	bleu: 1.09111	LR: 0.00020000	*
Steps: 1500	Loss: 96152.50000	PPL: 92.31895	bleu: 0.00000	LR: 0.00020000	*
Steps: 3000	Loss: 85090.75000	PPL: 54.85247	bleu: 2.97190	LR: 0.00020000	*
Steps: 2250	Loss: 90204.48438	PPL: 69.77784	bleu: 1.09111	LR: 0.00020000	*
Steps: 3750	Loss: 81455.33594	PPL: 46.22648	bleu: 4.70667	LR: 0.00020000	*
Steps: 4500	Loss: 79075.45312	PPL: 41.32832	bleu: 5.29538	LR: 0.00020000	*
Steps: 3000	Loss: 85090.75000	PPL: 54.85247	bleu: 2.97190	LR: 0.00020000	*
Steps: 5250	Loss: 76632.32031	PPL: 36.83934	bleu: 5.59230	LR: 0.00020000	*
Steps: 3750	Loss: 81455.33594	PPL: 46.22648	bleu: 4.70667	LR: 0.00020000	*
Steps: 4500	Loss: 79075.45312	PPL: 41.32832	bleu: 5.29538	LR: 0.00020000	*
Steps: 6000	Loss: 74306.15625	PPL: 33.01921	bleu: 5.86589	LR: 0.00020000	*
Steps: 6750	Loss: 72791.68750	PPL: 30.74765	bleu: 7.71580	LR: 0.00020000	*
Steps: 5250	Loss: 76632.32031	PPL: 36.83934	bleu: 5.59230	LR: 0.00020000	*
Steps: 7500	Loss: 70722.70312	PPL: 27.89480	bleu: 8.34271	LR: 0.00020000	*
Steps: 6000	Loss: 74306.15625	PPL: 33.01921	bleu: 5.86589	LR: 0.00020000	*
Steps: 8250	Loss: 69325.50000	PPL: 26.11953	bleu: 10.20634	LR: 0.00020000	*
Steps: 6750	Loss: 72791.68750	PPL: 30.74765	bleu: 7.71580	LR: 0.00020000	*
Steps: 9000	Loss: 67360.10156	PPL: 23.81190	bleu: 9.86836	LR: 0.00020000	*
Steps: 7500	Loss: 70722.70312	PPL: 27.89480	bleu: 8.34271	LR: 0.00020000	*
Steps: 9750	Loss: 66234.82812	PPL: 22.58365	bleu: 11.22308	LR: 0.00020000	*
Steps: 8250	Loss: 69325.50000	PPL: 26.11953	bleu: 10.20634	LR: 0.00020000	*
Steps: 10500	Loss: 64759.44922	PPL: 21.06874	bleu: 12.48703	LR: 0.00020000	*
Steps: 9000	Loss: 67360.10156	PPL: 23.81190	bleu: 9.86836	LR: 0.00020000	*
Steps: 11250	Loss: 63691.67969	PPL: 20.03614	bleu: 11.78089	LR: 0.00020000	*
Steps: 9750	Loss: 66234.82812	PPL: 22.58365	bleu: 11.22308	LR: 0.00020000	*
