num_heads_enc: 2	num_heads_dec: 8	dropout: 0.1	hidden_size_enc: 64	hidden_size_dec: 64	batch_size: 256
Steps: 750	Loss: 103740.22656	PPL: 131.94067	bleu: 0.00000	LR: 0.00020000	*
Steps: 1500	Loss: 92634.32031	PPL: 78.23148	bleu: 0.00000	LR: 0.00020000	*
Steps: 2250	Loss: 85349.10938	PPL: 55.52351	bleu: 3.37479	LR: 0.00020000	*
Steps: 1500	Loss: 92634.32031	PPL: 78.23148	bleu: 0.00000	LR: 0.00020000	*
Steps: 3000	Loss: 80331.82031	PPL: 43.84570	bleu: 4.75331	LR: 0.00020000	*
Steps: 2250	Loss: 85349.10938	PPL: 55.52351	bleu: 3.37479	LR: 0.00020000	*
Steps: 3750	Loss: 75993.97656	PPL: 35.74904	bleu: 5.51662	LR: 0.00020000	*
Steps: 3000	Loss: 80331.82031	PPL: 43.84570	bleu: 4.75331	LR: 0.00020000	*
Steps: 4500	Loss: 72272.74219	PPL: 30.00579	bleu: 6.85285	LR: 0.00020000	*
Steps: 3750	Loss: 75993.97656	PPL: 35.74904	bleu: 5.51662	LR: 0.00020000	*
Steps: 5250	Loss: 69228.85938	PPL: 26.00101	bleu: 9.13045	LR: 0.00020000	*
Steps: 4500	Loss: 72272.74219	PPL: 30.00579	bleu: 6.85285	LR: 0.00020000	*
Steps: 6000	Loss: 66759.66406	PPL: 23.14843	bleu: 11.64798	LR: 0.00020000	*
Steps: 5250	Loss: 69228.85938	PPL: 26.00101	bleu: 9.13045	LR: 0.00020000	*
Steps: 6750	Loss: 64377.91406	PPL: 20.69380	bleu: 14.12999	LR: 0.00020000	*
Steps: 6000	Loss: 66759.66406	PPL: 23.14843	bleu: 11.64798	LR: 0.00020000	*
Steps: 7500	Loss: 62492.90234	PPL: 18.93703	bleu: 14.17787	LR: 0.00020000	*
Steps: 6750	Loss: 64377.91406	PPL: 20.69380	bleu: 14.12999	LR: 0.00020000	*
Steps: 8250	Loss: 60809.69141	PPL: 17.49477	bleu: 16.25412	LR: 0.00020000	*
Steps: 7500	Loss: 62492.90234	PPL: 18.93703	bleu: 14.17787	LR: 0.00020000	*
Steps: 9000	Loss: 59752.71875	PPL: 16.64579	bleu: 17.61009	LR: 0.00020000	*
Steps: 8250	Loss: 60809.69141	PPL: 17.49477	bleu: 16.25412	LR: 0.00020000	*
Steps: 9750	Loss: 58496.12891	PPL: 15.68991	bleu: 19.08149	LR: 0.00020000	*
Steps: 9000	Loss: 59752.71875	PPL: 16.64579	bleu: 17.61009	LR: 0.00020000	*
Steps: 10500	Loss: 57314.91406	PPL: 14.84149	bleu: 19.55097	LR: 0.00020000	*
Steps: 9750	Loss: 58496.12891	PPL: 15.68991	bleu: 19.08149	LR: 0.00020000	*
Steps: 11250	Loss: 56340.25391	PPL: 14.17607	bleu: 21.42285	LR: 0.00020000	*
Steps: 10500	Loss: 57314.91406	PPL: 14.84149	bleu: 19.55097	LR: 0.00020000	*
Steps: 12000	Loss: 56014.47266	PPL: 13.96038	bleu: 20.45202	LR: 0.00020000	*
Steps: 11250	Loss: 56340.25391	PPL: 14.17607	bleu: 21.42285	LR: 0.00020000	*
Steps: 12750	Loss: 55400.72266	PPL: 13.56290	bleu: 23.67991	LR: 0.00020000	*
Steps: 12000	Loss: 56014.47266	PPL: 13.96038	bleu: 20.45202	LR: 0.00020000	*
Steps: 13500	Loss: 54741.87500	PPL: 13.14880	bleu: 22.70496	LR: 0.00020000	*
Steps: 12750	Loss: 55400.72266	PPL: 13.56290	bleu: 23.67991	LR: 0.00020000	*
Steps: 14250	Loss: 54400.60938	PPL: 12.93930	bleu: 24.79543	LR: 0.00020000	*
Steps: 13500	Loss: 54741.87500	PPL: 13.14880	bleu: 22.70496	LR: 0.00020000	*
Steps: 14250	Loss: 54400.60938	PPL: 12.93930	bleu: 24.79543	LR: 0.00020000	*
