num_heads_enc: 8	num_heads_dec: 16	dropout: 0.3	hidden_size_enc: 256	hidden_size_dec: 256	batch_size: 512
Steps: 200	Loss: 30157.36133	PPL: 111.28423	bleu: 0.00000	LR: 0.00020000	*
Steps: 400	Loss: 27506.36523	PPL: 73.54296	bleu: 1.02092	LR: 0.00020000	*
Steps: 600	Loss: 24502.83594	PPL: 45.99662	bleu: 3.82764	LR: 0.00020000	*
Steps: 800	Loss: 22525.94727	PPL: 33.77359	bleu: 5.54963	LR: 0.00020000	*
Steps: 1000	Loss: 20991.84180	PPL: 26.57511	bleu: 12.30677	LR: 0.00020000	*
Steps: 1200	Loss: 19849.64258	PPL: 22.23142	bleu: 13.46548	LR: 0.00020000	*
Steps: 1400	Loss: 18968.04688	PPL: 19.37062	bleu: 16.00895	LR: 0.00020000	*
Steps: 1600	Loss: 18344.16602	PPL: 17.57146	bleu: 16.38977	LR: 0.00020000	*
Steps: 1800	Loss: 17936.25000	PPL: 16.48645	bleu: 15.83842	LR: 0.00020000	*
Steps: 2000	Loss: 17437.73633	PPL: 15.25102	bleu: 20.18622	LR: 0.00020000	*
Steps: 2200	Loss: 16989.75586	PPL: 14.22000	bleu: 22.54453	LR: 0.00020000	*
Steps: 2400	Loss: 16727.15430	PPL: 13.64834	bleu: 23.28374	LR: 0.00020000	*
Steps: 2600	Loss: 16596.73633	PPL: 13.37303	bleu: 24.17278	LR: 0.00020000	*
Steps: 2800	Loss: 16528.86328	PPL: 13.23196	bleu: 24.94164	LR: 0.00020000	*
Steps: 3000	Loss: 16534.02344	PPL: 13.24263	bleu: 24.03809	LR: 0.00020000	
Steps: 3200	Loss: 16486.89258	PPL: 13.14547	bleu: 27.37640	LR: 0.00020000	*
Steps: 3400	Loss: 16743.16797	PPL: 13.68253	bleu: 26.83961	LR: 0.00020000	
Steps: 3600	Loss: 16679.46875	PPL: 13.54702	bleu: 26.76155	LR: 0.00020000	
