num_heads_enc: 16	num_heads_dec: 16	dropout: 0.3	hidden_size_enc: 512	hidden_size_dec: 512	batch_size: 512
Steps: 200	Loss: 28451.66406	PPL: 85.24866	bleu: 1.75854	LR: 0.00020000	*
Steps: 400	Loss: 23813.14648	PPL: 41.29758	bleu: 3.95938	LR: 0.00020000	*
Steps: 600	Loss: 21047.14258	PPL: 26.80574	bleu: 6.93094	LR: 0.00020000	*
Steps: 800	Loss: 19184.88867	PPL: 20.03816	bleu: 10.56050	LR: 0.00020000	*
Steps: 1000	Loss: 18007.88672	PPL: 16.67203	bleu: 14.33534	LR: 0.00020000	*
Steps: 1200	Loss: 17415.60352	PPL: 15.19837	bleu: 16.22917	LR: 0.00020000	*
Steps: 1400	Loss: 16704.33594	PPL: 13.59976	bleu: 19.25739	LR: 0.00020000	*
Steps: 1600	Loss: 16295.09473	PPL: 12.75736	bleu: 22.47998	LR: 0.00020000	*
Steps: 1800	Loss: 16138.20020	PPL: 12.44842	bleu: 23.77327	LR: 0.00020000	*
Steps: 2000	Loss: 16182.57617	PPL: 12.53503	bleu: 26.77146	LR: 0.00020000	
Steps: 2200	Loss: 15866.45801	PPL: 11.93093	bleu: 27.35708	LR: 0.00020000	*
Steps: 2400	Loss: 16002.75098	PPL: 12.18773	bleu: 28.71105	LR: 0.00020000	
Steps: 2600	Loss: 16081.28320	PPL: 12.33820	bleu: 28.09131	LR: 0.00020000	
Steps: 2800	Loss: 16009.90332	PPL: 12.20136	bleu: 29.40092	LR: 0.00020000	
Steps: 3000	Loss: 15994.23633	PPL: 12.17153	bleu: 29.71530	LR: 0.00020000	
Steps: 3200	Loss: 16193.23145	PPL: 12.55592	bleu: 28.24408	LR: 0.00020000	
Steps: 3400	Loss: 16322.57617	PPL: 12.81226	bleu: 32.04817	LR: 0.00020000	
Steps: 3600	Loss: 16437.35938	PPL: 13.04412	bleu: 29.46696	LR: 0.00020000	
