num_heads_enc: 16	num_heads_dec: 8	dropout: 0.3	hidden_size_enc: 512	hidden_size_dec: 512	batch_size: 512
Steps: 200	Loss: 28374.68359	PPL: 84.22942	bleu: 1.32614	LR: 0.00020000	*
Steps: 400	Loss: 24135.72852	PPL: 43.43248	bleu: 3.20027	LR: 0.00020000	*
Steps: 600	Loss: 20867.18555	PPL: 26.06250	bleu: 9.00887	LR: 0.00020000	*
Steps: 800	Loss: 19103.24609	PPL: 19.78417	bleu: 13.08537	LR: 0.00020000	*
Steps: 1000	Loss: 17604.58398	PPL: 15.65384	bleu: 16.73956	LR: 0.00020000	*
Steps: 1200	Loss: 16912.90625	PPL: 14.05027	bleu: 20.58887	LR: 0.00020000	*
Steps: 1400	Loss: 16296.64844	PPL: 12.76046	bleu: 22.46101	LR: 0.00020000	*
Steps: 1600	Loss: 15884.64551	PPL: 11.96488	bleu: 22.66949	LR: 0.00020000	*
Steps: 1800	Loss: 16049.25586	PPL: 12.27661	bleu: 20.28759	LR: 0.00020000	
Steps: 2000	Loss: 15679.91016	PPL: 11.58818	bleu: 25.38850	LR: 0.00020000	*
Steps: 2200	Loss: 15304.64062	PPL: 10.92824	bleu: 27.88960	LR: 0.00020000	*
Steps: 2400	Loss: 15370.81738	PPL: 11.04182	bleu: 30.41253	LR: 0.00020000	
Steps: 2600	Loss: 15425.66992	PPL: 11.13687	bleu: 31.05061	LR: 0.00020000	
Steps: 2800	Loss: 15367.57715	PPL: 11.03623	bleu: 31.34246	LR: 0.00020000	
Steps: 3000	Loss: 15467.99707	PPL: 11.21076	bleu: 29.86240	LR: 0.00020000	
Steps: 3200	Loss: 15528.53320	PPL: 11.31731	bleu: 30.50045	LR: 0.00020000	
Steps: 3400	Loss: 15872.56250	PPL: 11.94231	bleu: 32.45252	LR: 0.00020000	
Steps: 3600	Loss: 15955.58594	PPL: 12.09824	bleu: 30.10784	LR: 0.00020000	
