num_heads_enc: 2	num_heads_dec: 4	dropout: 0.2	hidden_size_enc: 128	hidden_size_dec: 128	batch_size: 128
Steps: 750	Loss: 98125.19531	PPL: 101.30043	bleu: 0.00000	LR: 0.00020000	*
Steps: 750	Loss: 98125.19531	PPL: 101.30043	bleu: 0.00000	LR: 0.00020000	*
Steps: 1500	Loss: 89496.28906	PPL: 67.49048	bleu: 1.08166	LR: 0.00020000	*
Steps: 1500	Loss: 89496.28906	PPL: 67.49048	bleu: 1.08166	LR: 0.00020000	*
Steps: 2250	Loss: 82136.23438	PPL: 47.73182	bleu: 4.97425	LR: 0.00020000	*
Steps: 2250	Loss: 82136.23438	PPL: 47.73182	bleu: 4.97425	LR: 0.00020000	*
Steps: 3000	Loss: 76493.04688	PPL: 36.59866	bleu: 6.45564	LR: 0.00020000	*
Steps: 3000	Loss: 76493.04688	PPL: 36.59866	bleu: 6.45564	LR: 0.00020000	*
Steps: 3750	Loss: 71991.63281	PPL: 29.61142	bleu: 8.77523	LR: 0.00020000	*
Steps: 3750	Loss: 71991.63281	PPL: 29.61142	bleu: 8.77523	LR: 0.00020000	*
Steps: 4500	Loss: 68815.06250	PPL: 25.49954	bleu: 11.24760	LR: 0.00020000	*
Steps: 4500	Loss: 68815.06250	PPL: 25.49954	bleu: 11.24760	LR: 0.00020000	*
Steps: 5250	Loss: 65525.70703	PPL: 21.84239	bleu: 11.38771	LR: 0.00020000	*
Steps: 5250	Loss: 65525.70703	PPL: 21.84239	bleu: 11.38771	LR: 0.00020000	*
Steps: 6000	Loss: 63236.60156	PPL: 19.61158	bleu: 11.71754	LR: 0.00020000	*
Steps: 6000	Loss: 63236.60156	PPL: 19.61158	bleu: 11.71754	LR: 0.00020000	*
Steps: 6750	Loss: 61357.28906	PPL: 17.95150	bleu: 14.99925	LR: 0.00020000	*
Steps: 6750	Loss: 61357.28906	PPL: 17.95150	bleu: 14.99925	LR: 0.00020000	*
Steps: 7500	Loss: 59118.16797	PPL: 16.15603	bleu: 16.43442	LR: 0.00020000	*
Steps: 7500	Loss: 59118.16797	PPL: 16.15603	bleu: 16.43442	LR: 0.00020000	*
Steps: 8250	Loss: 57605.44531	PPL: 15.04581	bleu: 17.89545	LR: 0.00020000	*
Steps: 8250	Loss: 57605.44531	PPL: 15.04581	bleu: 17.89545	LR: 0.00020000	*
Steps: 9000	Loss: 56268.49609	PPL: 14.12828	bleu: 18.57288	LR: 0.00020000	*
Steps: 9000	Loss: 56268.49609	PPL: 14.12828	bleu: 18.57288	LR: 0.00020000	*
Steps: 9750	Loss: 55514.03906	PPL: 13.63542	bleu: 19.79356	LR: 0.00020000	*
Steps: 9750	Loss: 55514.03906	PPL: 13.63542	bleu: 19.79356	LR: 0.00020000	*
Steps: 10500	Loss: 54555.40625	PPL: 13.03391	bleu: 20.50787	LR: 0.00020000	*
Steps: 10500	Loss: 54555.40625	PPL: 13.03391	bleu: 20.50787	LR: 0.00020000	*
Steps: 11250	Loss: 53805.66406	PPL: 12.58203	bleu: 22.27521	LR: 0.00020000	*
