num_heads_enc: 2	num_heads_dec: 8	dropout: 0.2	hidden_size_enc: 64	hidden_size_dec: 64	batch_size: 256
Steps: 1500	Loss: 92718.30469	PPL: 78.54134	bleu: 0.00000	LR: 0.00020000	*
Steps: 750	Loss: 103857.71875	PPL: 132.67224	bleu: 0.00000	LR: 0.00020000	*
Steps: 2250	Loss: 85380.44531	PPL: 55.60546	bleu: 3.80717	LR: 0.00020000	*
Steps: 3000	Loss: 80701.21875	PPL: 44.61463	bleu: 5.26166	LR: 0.00020000	*
Steps: 1500	Loss: 92718.30469	PPL: 78.54134	bleu: 0.00000	LR: 0.00020000	*
Steps: 3750	Loss: 76496.48438	PPL: 36.60458	bleu: 5.38556	LR: 0.00020000	*
Steps: 2250	Loss: 85380.44531	PPL: 55.60546	bleu: 3.80717	LR: 0.00020000	*
Steps: 4500	Loss: 73562.45312	PPL: 31.88348	bleu: 6.91057	LR: 0.00020000	*
Steps: 3000	Loss: 80701.21875	PPL: 44.61463	bleu: 5.26166	LR: 0.00020000	*
Steps: 5250	Loss: 71094.76562	PPL: 28.38755	bleu: 8.58600	LR: 0.00020000	*
Steps: 3750	Loss: 76496.48438	PPL: 36.60458	bleu: 5.38556	LR: 0.00020000	*
Steps: 6000	Loss: 68902.30469	PPL: 25.60446	bleu: 9.11238	LR: 0.00020000	*
Steps: 4500	Loss: 73562.45312	PPL: 31.88348	bleu: 6.91057	LR: 0.00020000	*
Steps: 6750	Loss: 66911.53125	PPL: 23.31447	bleu: 10.05858	LR: 0.00020000	*
Steps: 5250	Loss: 71094.76562	PPL: 28.38755	bleu: 8.58600	LR: 0.00020000	*
Steps: 7500	Loss: 64907.28125	PPL: 21.21583	bleu: 11.30066	LR: 0.00020000	*
Steps: 6000	Loss: 68902.30469	PPL: 25.60446	bleu: 9.11238	LR: 0.00020000	*
Steps: 8250	Loss: 63242.56250	PPL: 19.61708	bleu: 12.57530	LR: 0.00020000	*
Steps: 6750	Loss: 66911.53125	PPL: 23.31447	bleu: 10.05858	LR: 0.00020000	*
Steps: 9000	Loss: 62229.87891	PPL: 18.70406	bleu: 13.95853	LR: 0.00020000	*
Steps: 7500	Loss: 64907.28125	PPL: 21.21583	bleu: 11.30066	LR: 0.00020000	*
Steps: 9750	Loss: 60856.73828	PPL: 17.53355	bleu: 15.16445	LR: 0.00020000	*
Steps: 8250	Loss: 63242.56250	PPL: 19.61708	bleu: 12.57530	LR: 0.00020000	*
Steps: 10500	Loss: 59831.17188	PPL: 16.70736	bleu: 15.08918	LR: 0.00020000	*
Steps: 9000	Loss: 62229.87891	PPL: 18.70406	bleu: 13.95853	LR: 0.00020000	*
Steps: 11250	Loss: 58820.58203	PPL: 15.93133	bleu: 16.69968	LR: 0.00020000	*
Steps: 9750	Loss: 60856.73828	PPL: 17.53355	bleu: 15.16445	LR: 0.00020000	*
Steps: 12000	Loss: 58507.65625	PPL: 15.69843	bleu: 16.43920	LR: 0.00020000	*
Steps: 10500	Loss: 59831.17188	PPL: 16.70736	bleu: 15.08918	LR: 0.00020000	*
Steps: 12750	Loss: 57627.52734	PPL: 15.06146	bleu: 19.26802	LR: 0.00020000	*
Steps: 11250	Loss: 58820.58203	PPL: 15.93133	bleu: 16.69968	LR: 0.00020000	*
Steps: 13500	Loss: 57105.45703	PPL: 14.69590	bleu: 18.58499	LR: 0.00020000	*
Steps: 12000	Loss: 58507.65625	PPL: 15.69843	bleu: 16.43920	LR: 0.00020000	*
Steps: 14250	Loss: 56735.60547	PPL: 14.44231	bleu: 20.93478	LR: 0.00020000	*
Steps: 12750	Loss: 57627.52734	PPL: 15.06146	bleu: 19.26802	LR: 0.00020000	*
Steps: 13500	Loss: 57105.45703	PPL: 14.69590	bleu: 18.58499	LR: 0.00020000	*
Steps: 14250	Loss: 56735.60547	PPL: 14.44231	bleu: 20.93478	LR: 0.00020000	*
